anime_id,name,genre,type,episodes,rating,members
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,1.0,8.09,15069
1089,Macross: Do You Remember Love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1.0,8.09,19240
4106,Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",Movie,1.0,8.08,68181
8142,Colorful (Movie),"Drama, Slice of Life, Supernatural",Movie,1.0,8.06,63263
7222,Macross F Movie 2: Sayonara no Tsubasa,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1.0,8.06,17826
2623,Flanders no Inu (Movie),"Drama, Historical",Movie,1.0,8.05,8505
18429,Lupin III vs. Detective Conan: The Movie,"Action, Comedy, Mystery, Shounen",Movie,1.0,8.05,10021
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Action, Comedy, Drama, Magic, Super Power",Movie,1.0,8.04,20433
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,1.0,8.04,41547
28755,Boruto: Naruto the Movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1.0,8.03,74690
10029,Coquelicot-zaka kara,"Historical, Romance, School, Shoujo",Movie,1.0,8.03,50689
416,Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,1.0,8.03,74028
13119,Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1.0,8.03,9492
12017,Tiger & Bunny Movie 2: The Rising,"Action, Comedy, Mystery, Super Power",Movie,1.0,8.01,13567
780,Detective Conan Movie 02: The Fourteenth Target,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,8.0,26284
21551,Kaitei Toshi no Dekiru made,Sci-Fi,Movie,1.0,8.0,64
17217,Kankara Sanshin,"Drama, Historical",Movie,1.0,8.0,125
7616,Michi,Drama,Movie,4.0,8.0,187
26153,Nat-chan no Akai Tebukuro,"Historical, Kids",Movie,1.0,8.0,51
32014,Shimajirou to Ehon no Kuni,"Action, Comedy, Fantasy, Kids",Movie,1.0,8.0,58
33319,Wareware no Heya,Unknown,Movie,1.0,8.0,15
33828,Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,Historical,Movie,1.0,8.0,35
9465,Break Blade 4: Sanka no Chi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1.0,7.99,41598
14175,Hanasaku Iroha: Home Sweet Home,"Comedy, Drama, Slice of Life",Movie,1.0,7.99,34630
2753,Ushiro no Shoumen Daare,"Drama, Historical",Movie,1.0,7.99,3811
779,Detective Conan Movie 01: The Timed Skyscraper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,7.98,28947
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,7.98,21729
187,Initial D Third Stage,"Action, Cars, Drama, Seinen, Sports",Movie,1.0,7.98,39374
12917,Madang-Eul Naon Amtalg,"Adventure, Drama, Fantasy, Kids",Movie,1.0,7.97,1528
15771,Saint☆Oniisan (Movie),"Comedy, Seinen, Slice of Life",Movie,1.0,7.97,30814
11001,Toshokan Sensou: Kakumei no Tsubasa,"Action, Comedy, Military, Romance",Movie,1.0,7.96,10244
9724,Break Blade 5: Shisen no Hate,"Action, Mecha, Military, Shounen",Movie,1.0,7.96,40053
9866,Oshin,Drama,Movie,1.0,7.96,221
543,Vampire Hunter D (2000),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",Movie,1.0,7.95,68229
9252,Break Blade 3: Kyoujin no Ato,"Action, Fantasy, Mecha, Military, Shounen",Movie,1.0,7.94,42653
1505,Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,7.94,20347
4447,Detective Conan Movie 12: Full Score of Fear,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,7.94,19290
13117,Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1.0,7.94,12076
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1.0,7.94,35711
29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Drama, School, Shounen, Sports",Movie,1.0,7.94,13094
5310,Macross F Movie 1: Itsuwari no Utahime,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1.0,7.93,20637
2265,Transformers the Movie,"Action, Mecha",Movie,1.0,7.93,6540
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"Action, Drama, Military, Sci-Fi, Space",Movie,1.0,7.93,5431
1824,Hadashi no Gen,"Drama, Historical",Movie,1.0,7.92,16474
19489,Little Witch Academia: Mahoujikake no Parade,"Adventure, Comedy, Fantasy, Magic, School",Movie,1.0,7.92,53024
19613,New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports",Movie,1.0,7.92,7695
33221,Mobile Suit Gundam Thunderbolt: December Sky,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1.0,7.92,2833
10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Movie,1.0,7.91,7515
1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,"Adventure, Drama, Fantasy",Movie,1.0,7.91,26746
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Comedy, Drama, Seinen",Movie,1.0,7.91,5939
1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy",Movie,1.0,7.9,11458
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1.0,7.9,2963
28881,New Initial D Movie: Legend 2 - Tousou,"Cars, Seinen, Sports",Movie,1.0,7.9,4641
21473,Persona 3 the Movie 2: Midsummer Knight's Dream,"Action, Fantasy, Seinen, Supernatural",Movie,1.0,7.9,27462
4544,Wanghu Sim Cheong,Fantasy,Movie,1.0,7.9,302
451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1.0,7.89,51079
1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1.0,7.89,11343
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1.0,7.89,5663
875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1.0,7.88,32756
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",Movie,1.0,7.88,3089
29727,Paradise,"Adventure, Psychological, Space",Movie,1.0,7.88,141
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1.0,7.87,61020
570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1.0,7.87,62464
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1.0,7.87,23453
2594,Piano no Mori,"Adventure, Comedy, Drama, Music, School, Seinen",Movie,1.0,7.87,24278
9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1.0,7.87,70391
8514,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1.0,7.86,44900
12117,Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Movie,1.0,7.86,14938
19115,Giovanni no Shima,"Drama, Historical",Movie,1.0,7.86,10115
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy, Drama, Slice of Life",Movie,1.0,7.85,3304
30868,Ajin Part 1: Shoudou,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1.0,7.84,22279
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,7.84,12963
1462,Memories,"Drama, Horror, Psychological, Sci-Fi",Movie,3.0,7.84,38643
30413,Yowamushi Pedal Movie,"Comedy, Drama, Shounen, Sports",Movie,1.0,7.84,8838
33082,Kingsglaive: Final Fantasy XV,Action,Movie,1.0,7.83,15508
1096,Mobile Police Patlabor 2: The Movie,"Drama, Mecha, Mystery, Police, Sci-Fi",Movie,1.0,7.83,11957
14407,Persona 3 the Movie 1: Spring of Birth,"Action, Fantasy, Seinen, Supernatural",Movie,1.0,7.83,45568
10092,Break Blade 6: Doukoku no Toride,"Action, Mecha, Military, Shounen",Movie,1.0,7.82,39077
9785,Detective Conan: Conan vs. Kid - Shark & Jewel,"Adventure, Comedy, Kids, Mystery, Police, Shounen",Movie,1.0,7.82,2688
1211,Macross Plus Movie Edition,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",Movie,1.0,7.82,8405
2397,Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Kids, Sci-Fi",Movie,1.0,7.81,37078
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1.0,7.81,4368
87,Mobile Suit Gundam: Char's Counterattack,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1.0,7.81,19258
30364,Haikyuu!! Movie 2: Shousha to Haisha,"Comedy, Drama, School, Shounen, Sports",Movie,1.0,7.81,10558
17721,Rennyo Monogatari,"Drama, Historical",Movie,1.0,7.8,129
22819,Aikatsu! Movie,"Music, School, Shoujo, Slice of Life",Movie,1.0,7.79,2813
6772,Break Blade 1: Kakusei no Toki,"Action, Fantasy, Mecha, Military, Shounen",Movie,1.0,7.79,58184
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1.0,7.79,2688
6927,Higashi no Eden Soushuuhen: Air Communication,"Comedy, Mystery, Romance",Movie,1.0,7.79,20059
30952,New Initial D Movie: Legend 3 - Mugen,"Cars, Seinen, Sports",Movie,1.0,7.79,3479
6046,Tales of Vesperia: The First Strike,"Action, Adventure, Fantasy, Magic, Military",Movie,1.0,7.79,30524
9000,Toaru Hikuushi e no Tsuioku,"Adventure, Military, Romance",Movie,1.0,7.79,28857
10717,Towa no Quon 6: Towa no Quon,"Action, Super Power, Supernatural",Movie,1.0,7.79,18624
531,Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo",Movie,1.0,7.78,33682
10389,Momo e no Tegami,"Drama, Supernatural",Movie,1.0,7.78,30519
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1.0,7.78,7856
32108,Digimon Adventure tri. 2: Ketsui,"Action, Adventure, Comedy, Drama",Movie,1.0,7.77,30684
3603,JoJo no Kimyou na Bouken: Phantom Blood,"Action, Adventure, Horror, Shounen, Vampire",Movie,1.0,7.77,8534
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1.0,7.77,37792
9745,Sengoku Basara Movie: The Last Party,"Action, Historical, Martial Arts, Samurai, Super Power",Movie,1.0,7.77,18267
28479,Detective Conan Movie 19: The Hellfire Sunflowers,"Action, Mystery, Police, Shounen",Movie,1.0,7.77,8600
997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1.0,7.76,29394
1301,Ginga Tetsudou 999 (Movie),"Adventure, Drama, Fantasy, Sci-Fi, Space",Movie,1.0,7.76,7237
462,One Piece Movie 4: Dead End no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1.0,7.76,39946
10715,Towa no Quon 4: Guren no Shoushin,"Action, Super Power, Supernatural",Movie,1.0,7.76,18545
450,InuYasha: Kagami no Naka no Mugenjo,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1.0,7.75,54854
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,"Action, Mystery, Romance, Super Power, Thriller",Movie,1.0,7.75,24735
25015,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen,"Action, Fantasy, Supernatural",Movie,1.0,7.75,42304
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1.0,7.75,26958
26149,Tobiuo no Boy wa Byouki Desu,"Fantasy, Historical, Kids",Movie,1.0,7.75,41
371,Cardcaptor Sakura Movie 1,"Comedy, Drama, Fantasy, Magic, Shoujo",Movie,1.0,7.74,56327
16528,Hal,"Romance, Sci-Fi, Shoujo",Movie,1.0,7.74,50812
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"Fantasy, Kids, Magic, Shoujo",Movie,1.0,7.74,3309
2313,Muumindani no Suisei,"Adventure, Comedy, Fantasy, Kids",Movie,1.0,7.74,4344
24543,Persona 3 the Movie 3: Falling Down,"Action, Fantasy, Seinen, Supernatural",Movie,1.0,7.74,19928
11531,UN-GO: Inga-ron,"Mystery, Supernatural",Movie,1.0,7.74,23340
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1.0,7.73,1317
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,"Action, Comedy, School, Shounen",Movie,1.0,7.72,14896
905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,7.72,56994
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,"Action, Drama, Military, Sci-Fi, Space",Movie,1.0,7.72,18469
10716,Towa no Quon 5: Souzetsu no Raifuku,"Action, Super Power, Supernatural",Movie,1.0,7.72,18060
1924,Urusei Yatsura Movie 5: Final,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1.0,7.72,2783
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Sci-Fi, Shounen, Sports",Movie,1.0,7.71,4535
10500,Ojiisan no Lamp,"Drama, Historical",Movie,1.0,7.71,11745
11743,Toaru Majutsu no Index: Endymion no Kiseki,"Action, Magic, Sci-Fi, Super Power",Movie,1.0,7.71,54873
33183,Mahoutsukai Precure! Movie,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",Movie,1.0,7.71,514
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi",Movie,1.0,7.7,6498
19191,Ghost in the Shell: Arise - Border:2 Ghost Whispers,"Mecha, Police, Psychological, Sci-Fi",Movie,1.0,7.7,24880
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1.0,7.7,31990
9751,Strike Witches Movie,"Action, Ecchi, Magic, Military, Sci-Fi",Movie,1.0,7.7,23856
2202,Waga Seishun no Arcadia,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1.0,7.7,4415
452,InuYasha: Toki wo Koeru Omoi,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power",Movie,1.0,7.69,51354
32869,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,"School, Shounen, Sports",Movie,1.0,7.69,7573
6172,Layton Kyouju to Eien no Utahime,Mystery,Movie,1.0,7.69,12867
2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1.0,7.69,7834
25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"Comedy, Drama, Slice of Life",Movie,1.0,7.69,4467
31418,KanColle Movie,"Action, Military, School, Sci-Fi, Slice of Life",Movie,1.0,7.69,9439
14669,Aura: Maryuuin Kouga Saigo no Tatakai,"Comedy, Drama, Romance, School, Supernatural",Movie,1.0,7.67,22599
27411,Ghost in the Shell (2015),"Action, Mecha, Police, Psychological, Sci-Fi",Movie,1.0,7.67,19872
617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",Movie,1.0,7.67,55697
28759,Harbor Tale,"Adventure, Fantasy",Movie,1.0,7.67,65
20229,Makkuro na Obentou,"Drama, Historical",Movie,1.0,7.67,103
8243,Mizuki Shigeru no Toono Monogatari,"Adventure, Fantasy",Movie,1.0,7.67,143
20799,Norman the Snowman: Kita no Kuni no Aurora (Kari),"Fantasy, Kids",Movie,1.0,7.67,98
9786,Detective Conan: Conan vs. Kid - Jet Black Sniper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,7.66,2119
25687,Digimon Adventure tri. 1: Saikai,"Action, Adventure, Comedy, Drama",Movie,1.0,7.66,58274
5290,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,"Comedy, Sci-Fi, Shounen",Movie,1.0,7.66,2430
1861,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1.0,7.66,7992
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"Comedy, Drama, Music",Movie,1.0,7.66,12262
26213,Free!: Eternal Summer Special,"Comedy, School, Slice of Life",Special,1.0,8.23,36091
12069,Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports",Special,1.0,8.23,20157
1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Special,1.0,8.22,55247
29893,Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,3.0,8.2,9500
25313,Gintama: Jump Festa 2014 Special,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1.0,8.2,13764
2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,1.0,8.19,21435
10643,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,1.0,8.19,14728
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",Special,1.0,8.16,11961
32122,Gintama: Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,1.0,8.15,7923
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,1.0,8.13,29331
2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",Special,1.0,8.12,16614
6421,Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,4.0,8.11,67962
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",Special,1.0,8.1,29969
34036,Detective Conan: Episode One - Chiisaku Natta Meitantei,"Adventure, Comedy, Mystery, Police, Shounen",Special,1.0,8.1,2493
645,Hikaru no Go: Journey to the North Star Cup,"Game, Shounen",Special,1.0,8.09,13901
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",Special,1.0,8.09,30516
16916,Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",Special,1.0,8.07,41760
11113,Usagi Drop Specials,"Josei, Slice of Life",Special,4.0,8.07,36351
29093,Grisaia no Meikyuu: Caprice no Mayu 0,Drama,Special,1.0,8.05,70039
8310,Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,12.0,8.02,27274
27633,Gekkan Shoujo Nozaki-kun Specials,"Comedy, Romance, School",Special,6.0,8.0,52672
17273,Hetalia: The Beautiful World Specials,"Comedy, Historical, Parody",Special,4.0,8.0,8644
32275,Nar Doma Special,Comedy,Special,1.0,8.0,71
27961,Science Anime: Choudendou Monogatari,"Historical, Kids",Special,1.0,8.0,42
23911,Subarashii Sekai Ryokou: Alaska no Tabi &quot;Daigo Hyougaki&quot;,"Adventure, Sci-Fi",Special,2.0,8.0,62
32629,Subarashii Sekai Ryokou: New York Tabi &quot;Computopia Seireki Nisennen no Monogatari&quot;,Sci-Fi,Special,2.0,8.0,35
30311,Kuroko no Basket 3rd Season NG-shuu,"Comedy, Sports",Special,9.0,7.98,10778
22673,Kuroko no Basket 2nd Season NG-shuu,"Comedy, Sports",Special,9.0,7.97,20477
7304,Detective Conan Movie 08: Time Travel of the Silver Sky,"Adventure, Mystery",Special,1.0,7.95,6515
12893,Danshi Koukousei no Nichijou Specials,"Comedy, School, Shounen, Slice of Life",Special,6.0,7.94,49891
9563,Hidamari Sketch x ☆☆☆ Specials,"Comedy, School, Slice of Life",Special,2.0,7.94,8734
20517,Little Busters!: EX,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8.0,7.94,26709
8038,Nodame Cantabile Finale Special,"Comedy, Josei, Music, Romance",Special,1.0,7.93,23388
6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,"Adventure, Sci-Fi, Shounen",Special,2.0,7.93,4975
10083,Shiki Specials,"Horror, Mystery, Supernatural, Vampire",Special,2.0,7.93,37657
31711,To LOVE-Ru Darkness 2nd Specials,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Special,2.0,7.93,22487
30745,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,Music,Special,1.0,7.92,10306
6591,Rurouni Kenshin DVD-BOX Special Ending,"Historical, Romance",Special,1.0,7.92,9695
11237,Hidamari Sketch x SP,"Comedy, School, Slice of Life",Special,2.0,7.9,7999
13629,Furiko,"Drama, Music, Romance, Slice of Life",Special,1.0,7.89,8809
4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",Special,1.0,7.89,16373
9734,K-On!!: Keikaku!,"Comedy, Music, School, Slice of Life",Special,1.0,7.89,50496
6115,Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",Special,1.0,7.89,15220
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",Special,1.0,7.88,22774
10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4.0,7.88,14348
6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1.0,7.88,70787
33994,Servamp Specials,Comedy,Special,3.0,7.88,5973
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports",Special,1.0,7.86,20397
4454,Macross F: Close Encounter - Deculture Edition,"Action, Mecha, Military, Music, Sci-Fi, Space",Special,1.0,7.86,8911
16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1.0,7.86,21489
31772,One Punch Man Specials,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Special,6.0,7.86,75502
22973,Sangokushi,"Action, Historical",Special,1.0,7.86,68
7305,Detective Conan Movie 10: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1.0,7.85,4069
644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2.0,7.85,21164
15487,Kuroko no Basket NG-shuu,"Comedy, School, Shounen, Sports",Special,9.0,7.84,32215
30902,Yuru Yuri Nachuyachumi!+,"Comedy, Shoujo Ai, Slice of Life",Special,2.0,7.84,19586
1719,Rozen Maiden: Ouvertüre,"Action, Comedy, Drama, Magic, Seinen",Special,2.0,7.83,44388
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen",Special,1.0,7.82,43673
6984,Hidamari Sketch x 365 Specials,"Comedy, School, Slice of Life",Special,3.0,7.82,10720
19671,Free!: FrFr - Short Movie,"Comedy, Sports",Special,7.0,7.8,35956
21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1.0,7.8,3735
13403,Inu x Boku SS Special,"Comedy, Shounen, Supernatural",Special,1.0,7.79,46803
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Comedy,Special,1.0,7.78,51688
23385,Kyoukai no Kanata: Shinonome,"Fantasy, Slice of Life, Supernatural",Special,1.0,7.78,42344
1418,Lupin III: Episode 0 &quot;First Contact&quot;,"Action, Adventure, Comedy, Mystery, Shounen",Special,1.0,7.78,4499
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1.0,7.78,11922
33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,"Comedy, Police, Shounen, Slice of Life",Special,1.0,7.77,268
24913,Bokura wa Minna Kawaisou: Hajimete no,"Comedy, Romance, School, Slice of Life",Special,1.0,7.76,20622
7471,Detective Conan Movie 09: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1.0,7.75,4172
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Special,1.0,7.75,46276
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,"Adventure, Fantasy, Psychological",Special,1.0,7.75,19211
33338,One Piece: Heart of Gold,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Special,1.0,7.75,17443
1830,Utawarerumono Specials,"Action, Comedy, Drama, Fantasy",Special,6.0,7.75,11149
7303,Detective Conan: Black History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1.0,7.74,3603
9136,Kuroshitsuji II Specials,"Comedy, Fantasy, Parody, Shounen, Supernatural",Special,6.0,7.73,60899
2724,Daicon Opening Animations,"Action, Adventure, Mecha, Music, Sci-Fi",Special,2.0,7.72,7174
32915,Durarara!!x2 Ketsu: Dufufufu!!,"Action, Mystery, Supernatural",Special,1.0,7.72,13126
10471,Ie Naki Ko Remi Specials,"Adventure, Drama",Special,3.0,7.72,781
3090,Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2.0,7.71,18465
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"Comedy, Fantasy, Military, Parody",Special,16.0,7.71,31262
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Special,1.0,7.71,14703
10935,Hourou Musuko Specials,"Drama, School",Special,2.0,7.7,4714
23301,Pokemon XY: Mega Evolution,"Action, Adventure, Comedy, Fantasy, Kids",Special,4.0,7.7,10227
12725,Initial D: Project D to the Next Stage - Project D e Mukete,"Action, Cars, Drama, Seinen, Sports",Special,1.0,7.69,3150
6793,Kuroshitsuji Special,"Comedy, Demons, Parody",Special,1.0,7.69,53706
32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1.0,7.68,16868
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Special,1.0,7.68,17166
